<<<<<<< HEAD
120864983902209 14000 0.01
120864993718541 14000 0.01
120865037638938 14001 0.01
120865038612859 14001 0.01
120865057471387 14000 0.009999000000000001
120865058305236 14000 0.009999000000000001
120865076695426 14000 0.009998000100000001
120865101641900 14001 0.009999000000000001
120865102150451 14001 0.009999000000000001
120865117532179 14000 0.00999700029999
120865121634477 14001 0.009998000100000001
120865127862861 14000 0.009996000599960001
120865138068345 14000 0.009995000999900005
120865162339803 14001 0.00999700029999
120865172552285 14001 0.009996000599960001
120865179050110 14000 0.009994001499800014
120865179869911 14000 0.009994001499800014
120865180651325 14000 0.009994001499800014
120865181399847 14000 0.009994001499800014
120865182159407 14000 0.009994001499800014
120865182877075 14001 0.009995000999900005
120865183393426 14000 0.009994001499800014
120865188983721 14000 0.009993002099650034
120865191101597 14000 0.00999200279944007
120865210264257 14000 0.009991003599160126
120865213291407 14000 0.00999000449880021
120865216596607 14000 0.00998900549835033
120865219826161 14000 0.009988006597800496
120865223086369 14000 0.009987007797140715
120865223644129 14001 0.009994001499800014
120865224463195 14001 0.009994001499800014
120865225350532 14001 0.009994001499800014
120865226209143 14001 0.009994001499800014
120865226960057 14001 0.009994001499800014
120865227702160 14001 0.009994001499800014
120865228344454 14000 0.009986009096361001
120865230012629 14000 0.009985010495451365
120865233277462 14001 0.009993002099650034
120865235351309 14001 0.00999200279944007
120865255698413 14000 0.00998401199440182
120865256433479 14000 0.00998401199440182
120865257176187 14000 0.00998401199440182
120865257949317 14000 0.00998401199440182
120865258698665 14000 0.00998401199440182
120865259449466 14000 0.00998401199440182
120865260181625 14001 0.009991003599160126
120865260568357 14000 0.00998401199440182
120865261164480 14000 0.00998301359320238
120865261667519 14000 0.00998301359320238
120865262221607 14000 0.00998301359320238
120865263027411 14000 0.00998201529184306
120865263392821 14001 0.00999000449880021
120865263907082 14001 0.00998900549835033
120865264218854 14000 0.009981017090313876
120865265126879 14000 0.009980018988604844
120865265704395 14000 0.009979020986705984
120865266184447 14001 0.009988006597800496
120865266787141 14000 0.009978023084607313
120865267849565 14001 0.009987007797140715
120865269925743 14001 0.009986009096361001
120865272141237 14001 0.009985010495451365
120865274556298 14001 0.00998401199440182
120865284588155 14000 0.009978023084607313
120865285834034 14000 0.010075019977012637
120865287188980 14000 0.010074012475014936
120865289482533 14000 0.010073005073767434
120865292703231 14000 0.010071997773260058
120865293452481 14000 0.010069983474425384
120865296173524 14001 0.00998301359320238
120865296525998 14000 0.010068976476077941
120865296885939 14001 0.00998301359320238
120865297346914 14001 0.00998301359320238
120865297787385 14001 0.00998301359320238
120865298236859 14001 0.00998301359320238
120865298677278 14001 0.00998301359320238
120865299122800 14001 0.00998301359320238
120865299560628 14001 0.00998301359320238
120865299999606 14001 0.00998301359320238
120865300421627 14001 0.00998301359320238
120865300718630 14001 0.00998301359320238
120865301029054 14001 0.00998201529184306
120865301315972 14001 0.009981017090313876
120865301594280 14001 0.009981017090313876
120865301871094 14001 0.009980018988604844
120865302460090 14000 0.010067969578430334
120865302839361 14000 0.010066962781472491
120865303576113 14000 0.010064949489585825
120865304090746 14000 0.010063942994636867
120865304419318 14001 0.009979020986705984
120865304838993 14001 0.009978023084607313
120865305142967 14000 0.010062936600337403
120865305894259 14001 0.009977025282298853
120865306097683 14000 0.01006193030667737
120865307040040 14001 0.009976027579770624
120865321681401 14000 0.010060924113646702
120865322111392 14000 0.010060924113646702
120865322464056 14000 0.010060924113646702
120865322802039 14000 0.010060924113646702
120865323142371 14000 0.010060924113646702
120865323477469 14000 0.010060924113646702
120865325024771 14000 0.010059918021235337
120865326073189 14000 0.010058912029433214
120865328171223 14000 0.010057906138230271
120865328581526 14000 0.010056900347616448
120865328984052 14000 0.010056900347616448
120865329276963 14001 0.009975029977012648
120865329587514 14000 0.010056900347616448
120865329992075 14000 0.010056900347616448
120865330397877 14000 0.010056900347616448
120865330782996 14000 0.010056900347616448
120865331152689 14000 0.010056900347616448
120865331523357 14000 0.010056900347616448
120865331897705 14000 0.010056900347616448
120865332716565 14000 0.010056900347616448
120865333056147 14000 0.010056900347616448
120865333377322 14000 0.010056900347616448
120865333702952 14000 0.010056900347616448
120865334025483 14000 0.010056900347616448
120865334357603 14000 0.010056900347616448
120865334683072 14000 0.010056900347616448
120865335010564 14000 0.010056900347616448
120865335326024 14000 0.010056900347616448
120865335638294 14000 0.010056900347616448
120865335957516 14000 0.010056900347616448
120865336286603 14000 0.010056900347616448
120865336542835 14000 0.010056900347616448
120865336785437 14000 0.010056900347616448
120865337042969 14000 0.010056900347616448
120865337291617 14000 0.010056900347616448
120865337539501 14000 0.010056900347616448
120865337795004 14000 0.010056900347616448
120865338198589 14001 0.009974032474014946
120865340764480 14000 0.010055894657581686
120865341273251 14001 0.009973035070767544
120865348257076 14001 0.009972037767260468
120865348478219 14000 0.010054889068115929
120865348723479 14000 0.010053883579209118
120865349269062 14001 0.009971040563483743
120865350119630 14000 0.010052878190851197
120865354952319 14000 0.010051872903032113
120865356997914 14000 0.01005086771574181
120865359372604 14000 0.010049862628970235
120865359659721 14001 0.009970043459427395
120865360329813 14001 0.009969046455081452
120865360557511 14000 0.010048857642707338
120865360819136 14001 0.009968049550435945
120865361604518 14001 0.009967052745480902
120865361823946 14000 0.010047852756943068
120865362138224 14001 0.009966056040206353
120865362637585 14001 0.009965059434602333
120865364262107 14000 0.010046847971667374
120865364760690 14001 0.009964062928658873
120865365293078 14000 0.010045843286870209
120865365667794 14001 0.009963066522366008
120865366648192 14001 0.009960077901291331
120865366872787 14000 0.010044838702541522
120865367504424 14000 0.010043834218671268
120865368114893 14001 0.009959081893501202
120865368681089 14000 0.0100428298352494
120865369556005 14000 0.01004082136971065
120865369806325 14000 0.01004082136971065
120865370954465 14000 0.010039817287573678
120865371574808 14000 0.010038813305844921
120865371829090 14000 0.010037809424514337
120865372096253 14000 0.010036805643571886
120865373150215 14000 0.010035801963007528
120865373579494 14000 0.010034798382811228
120865374255799 14000 0.010033794902972947
120865380266324 14000 0.010032791523482649
120865386231791 14000 0.0100317882443303
120865386909231 14001 0.009958085985311851
120865387212550 14001 0.009958085985311851
120865387494850 14001 0.009957090176713321
120865387770234 14001 0.009957090176713321
120865388057527 14001 0.009957090176713321
120865388318854 14001 0.009957090176713321
120865388582691 14001 0.009957090176713321
120865388843026 14001 0.009957090176713321
120865389118214 14001 0.009957090176713321
120865389378256 14001 0.009957090176713321
120865389640212 14001 0.009957090176713321
120865389900227 14001 0.009957090176713321
120865390160527 14001 0.009957090176713321
120865390410366 14001 0.009957090176713321
120865396203455 14001 0.00995609446769565
120865400217820 14001 0.010054103348363045
120865400439306 14000 0.010030785065505868
120865400758029 14001 0.01005309793802821
120865402363393 14000 0.01002777613089974
120865402558464 14000 0.01002777613089974
120865402748680 14000 0.01002777613089974
120865403016661 14001 0.010052092628234406
120865403304510 14000 0.01002677335328665
120865403506250 14000 0.01002577067595132
120865403867967 14000 0.010024768098883726
120865404110975 14000 0.010023765622073837
120865404281111 14001 0.010051087418971582
120865404465787 14000 0.01002276324551163
120865404664675 14000 0.01002075879309016
120865404921631 14000 0.010019756717210851
120865405114287 14000 0.010019756717210851
120865405497038 14001 0.010050082310229684
120865405757000 14000 0.01001875474153913
120865405962337 14000 0.010017752866064976
120865406530281 14000 0.01001675109077837
120865406749626 14001 0.01004907730199866
120865407468242 14000 0.010015749415669292
120865407739273 14000 0.010014747840727724
120865407999892 14000 0.010013746365943653
120865408249666 14000 0.010012744991307058
120865408459670 14000 0.010011743716807927
120865408667760 14000 0.010010742542436247
120865408875480 14000 0.010009741468182003
120865409081181 14000 0.010008740494035185
120865409288030 14000 0.010006738846023783
120865409494192 14000 0.010005738172139182
120865409705894 14000 0.010004737598321968
120865409913886 14000 0.010003737124562135
120865410118812 14000 0.010001736477174594
120865410327139 14000 0.010000736303526877
120865410532013 14000 0.009999736229896524
120865410737176 14000 0.009998736256273535
120865410943463 14000 0.009996736609009644
120865411147938 14000 0.009995736935348743
120865411376082 14000 0.009995736935348743
120865411575477 14000 0.009995736935348743
120865411774884 14000 0.009995736935348743
120865411975484 14000 0.009995736935348743
120865413165783 14001 0.010048072394268462
120865413371227 14000 0.009995736935348743
120865413597825 14000 0.009995736935348743
120865413988359 14001 0.010046062880270332
120865415403533 14000 0.009995736935348743
120865415622246 14000 0.009995736935348743
120865416060266 14000 0.009995736935348743
120865416276036 14000 0.009995736935348743
120865416486176 14000 0.009995736935348743
120865416694659 14000 0.009995736935348743
120865416909074 14000 0.009995736935348743
120865417119970 14000 0.009995736935348743
120865417328918 14000 0.009995736935348743
120865417536999 14000 0.009995736935348743
120865417745184 14000 0.009995736935348743
120865418021097 14000 0.009995736935348743
120865418238486 14000 0.009995736935348743
120865418533653 14000 0.009995736935348743
120865418749024 14000 0.009995736935348743
120865418998959 14000 0.009995736935348743
120865420639774 14000 0.009995736935348743
120865420855855 14000 0.009995736935348743
120865421066679 14000 0.009995736935348743
120865421279603 14000 0.009995736935348743
120865422554905 14000 0.009995736935348743
120865422884311 14000 0.009995736935348743
120865423297638 14000 0.009995736935348743
120865423779731 14000 0.009995736935348743
120865423990696 14000 0.009995736935348743
120865424207840 14000 0.009995736935348743
120865424418822 14000 0.009995736935348743
120865424656973 14000 0.009995736935348743
120865424917145 14000 0.009995736935348743
120865425148836 14000 0.009995736935348743
120865425359585 14000 0.009995736935348743
120865425569936 14000 0.009995736935348743
120865425777892 14000 0.009995736935348743
120865425985200 14000 0.009995736935348743
120865426210121 14000 0.009995736935348743
120865426444636 14000 0.009995736935348743
120865426654640 14000 0.009995736935348743
120865426892296 14000 0.009995736935348743
120865431180300 14000 0.009995736935348743
120865431437665 14000 0.009995736935348743
120865431682871 14000 0.009995736935348743
120865431925938 14000 0.009995736935348743
120865432186572 14000 0.009995736935348743
120865432386886 14000 0.009995736935348743
120865432580565 14000 0.009995736935348743
120865432774214 14000 0.009995736935348743
120865432967771 14000 0.009995736935348743
120865433155297 14000 0.009995736935348743
120865433347032 14000 0.009995736935348743
