<<<<<<< HEAD
120869276185956 14000 0.01
120869287078810 14000 0.01
120869330433708 14001 0.01
120869331310829 14001 0.01
120869351577508 14000 0.009999000000000001
120869352446345 14000 0.009999000000000001
120869370563538 14000 0.009998000100000001
120869394425600 14001 0.009999000000000001
120869394843857 14001 0.009999000000000001
120869411450156 14000 0.00999700029999
120869414330258 14001 0.009998000100000001
120869421785362 14000 0.009996000599960001
120869432049966 14000 0.009995000999900005
120869455182690 14001 0.00999700029999
120869465167219 14001 0.009996000599960001
120869472951872 14000 0.009994001499800014
120869473770707 14000 0.009994001499800014
120869474524545 14000 0.009994001499800014
120869475295834 14000 0.009994001499800014
120869476155128 14001 0.009995000999900005
120869476558273 14000 0.009994001499800014
120869476891428 14000 0.009994001499800014
120869482811332 14000 0.009993002099650034
120869485192788 14000 0.00999200279944007
120869508898915 14000 0.009991003599160126
120869511032731 14000 0.00999000449880021
120869514256465 14000 0.00998900549835033
120869516064554 14001 0.009994001499800014
120869516583290 14001 0.009994001499800014
120869517073593 14000 0.009988006597800496
120869517454401 14001 0.009994001499800014
120869517957067 14001 0.009994001499800014
120869518640773 14001 0.009994001499800014
120869519357964 14001 0.009994001499800014
120869521191780 14000 0.009987007797140715
120869525372812 14000 0.009986009096361001
120869525878207 14001 0.009993002099650034
120869528078108 14001 0.00999200279944007
120869528430585 14000 0.009985010495451365
120869548600204 14001 0.009991003599160126
120869551850557 14001 0.00999000449880021
120869553684387 14000 0.00998401199440182
120869554467934 14000 0.00998401199440182
120869555118120 14001 0.00998900549835033
120869555678487 14000 0.00998401199440182
120869556472710 14000 0.00998401199440182
120869557218980 14000 0.00998401199440182
120869557967489 14000 0.00998401199440182
120869558704816 14000 0.00998401199440182
120869559439554 14000 0.00998401199440182
120869560374100 14000 0.00998301359320238
120869560728447 14001 0.009988006597800496
120869562104938 14000 0.00998201529184306
120869562722496 14001 0.009987007797140715
120869563055548 14000 0.009981017090313876
120869564998720 14000 0.009980018988604844
120869565329051 14001 0.009986009096361001
120869568102284 14001 0.009985010495451365
120869584540190 14000 0.009979020986705984
120869587874935 14000 0.009978023084607313
120869589112955 14000 0.009977025282298853
120869591338568 14000 0.009976027579770624
120869593413423 14001 0.00998401199440182
120869593954422 14001 0.00998401199440182
120869594274441 14000 0.009975029977012648
120869594678458 14001 0.00998401199440182
120869595195510 14001 0.00998401199440182
120869595667583 14001 0.00998401199440182
120869596286466 14001 0.00998401199440182
120869596725832 14001 0.00998401199440182
120869597174066 14001 0.00998401199440182
120869597608920 14001 0.00998401199440182
120869598124642 14001 0.00998401199440182
120869598602637 14001 0.00998301359320238
120869605873494 14001 0.00998201529184306
120869606758645 14001 0.009980018988604844
120869607060041 14000 0.009973035070767544
120869607790927 14000 0.010071040563483732
120869608099757 14001 0.009978023084607313
120869609413862 14000 0.010070033459427384
120869609739112 14000 0.010068019553435833
120869614842036 14000 0.01016600605020533
120869623191496 14001 0.009978023084607313
120869623944498 14001 0.010076027579770613
120869624982849 14000 0.01016498944960031
120869625360089 14001 0.010075019977012637
120869627564846 14001 0.010074012475014936
120869628720676 14001 0.010073005073767434
120869629697271 14001 0.010071997773260058
120869630871163 14001 0.010070990573482732
120869631904932 14001 0.010069983474425384
120869633051282 14000 0.01016397295065535
120869633374465 14001 0.010068976476077941
120869635172204 14000 0.010162956553360284
120869636309339 14001 0.010067969578430334
120869637225190 14001 0.010065956085194344
120869637977654 14000 0.010161940257704947
120869638941767 14001 0.010064949489585825
120869639650771 14000 0.010160924063679177
120869641114710 14001 0.010063942994636867
120869641402708 14000 0.010160924063679177
120869643214396 14000 0.01025889198047567
120869643712964 14001 0.010062936600337403
120869645621648 14000 0.010257866091277624
120869647622065 14000 0.010256840304668495
120869647923901 14000 0.010256840304668495
120869648236672 14000 0.010256840304668495
120869648526401 14000 0.010256840304668495
120869648823100 14000 0.010256840304668495
120869649665686 14000 0.010255814620638029
120869656923974 14001 0.01006193030667737
120869657139649 14000 0.010254789039175965
120869657382883 14001 0.01006193030667737
120869657633134 14001 0.01006193030667737
120869657869666 14001 0.010060924113646702
120869658119212 14001 0.010059918021235337
120869658369239 14001 0.010059918021235337
120869658605017 14001 0.010059918021235337
120869666379857 14000 0.010253763560272047
120869668125907 14000 0.010252738183916019
120869668359958 14001 0.010058912029433214
120869668904936 14001 0.010057906138230271
120869669204705 14000 0.010251712910097627
120869669406647 14001 0.010056900347616448
120869669643210 14001 0.010056900347616448
120869669863468 14001 0.010056900347616448
120869670091378 14001 0.010056900347616448
120869670310841 14001 0.010056900347616448
120869670529779 14001 0.010056900347616448
120869670744966 14001 0.010056900347616448
120869670962015 14001 0.010056900347616448
120869671183220 14001 0.010056900347616448
120869671399912 14001 0.010056900347616448
120869671616830 14001 0.010056900347616448
120869671833648 14001 0.010056900347616448
120869672058795 14001 0.010056900347616448
120869672280009 14001 0.010056900347616448
120869672496166 14001 0.010056900347616448
120869672718298 14001 0.010056900347616448
120869672934450 14001 0.010056900347616448
120869674328016 14000 0.010249662670032737
120869674566813 14000 0.010249662670032737
120869674786118 14000 0.010249662670032737
120869675220005 14000 0.010248637703765735
120869676094852 14001 0.010055894657581686
120869676607307 14001 0.010055894657581686
120869677100931 14001 0.010055894657581686
120869677383137 14001 0.010055894657581686
120869677654315 14001 0.010055894657581686
120869677924454 14001 0.010055894657581686
120869678196221 14001 0.010055894657581686
120869678464798 14001 0.010055894657581686
120869678735744 14001 0.010055894657581686
120869679007284 14001 0.010055894657581686
120869679278001 14001 0.010055894657581686
120869680050166 14001 0.010053883579209118
120869680317041 14001 0.010053883579209118
120869683255764 14001 0.010052878190851197
120869683486137 14000 0.010247612839995358
120869683836139 14001 0.010051872903032113
120869686767936 14000 0.010246588078711358
120869687347377 14001 0.010049862628970235
120869687593014 14001 0.010049862628970235
120869688142462 14000 0.010245563419903486
120869689003199 14001 0.010048857642707338
120869689730850 14000 0.010244538863561496
120869690513331 14000 0.01024351440967514
120869690755037 14001 0.010047852756943068
120869691483011 14000 0.010242490058234173
120869692128193 14001 0.010046847971667374
120869692357211 14000 0.01024146580922835
120869692960587 14000 0.010240441662647426
120869693486370 14001 0.010045843286870209
120869693746658 14001 0.010044838702541522
120869694245861 14001 0.010043834218671268
120869694554109 14001 0.0100428298352494
120869695270745 14001 0.010041825552265876
120869695522201 14001 0.01004082136971065
120869696690605 14001 0.010039817287573678
120869697166273 14001 0.010038813305844921
120869697671901 14001 0.010037809424514337
120869698492348 14000 0.010240441662647426
120869698900989 14001 0.010035801963007528
120869699459021 14000 0.010338393676719302
120869700110044 14001 0.010034798382811228
120869701139462 14001 0.010032791523482649
120869701713358 14000 0.01033735983735163
120869701942675 14001 0.0100317882443303
120869702751157 14001 0.010029781986999319
120869702977890 14000 0.010336326101367895
120869703457191 14001 0.01002877900880062
120869704691917 14001 0.01002777613089974
120869705303890 14001 0.01002677335328665
120869705979048 14001 0.01002577067595132
120869706471779 14001 0.010024768098883726
120869707074905 14001 0.010023765622073837
120869707575318 14001 0.01002276324551163
120869708540225 14001 0.010021760969187079
120869709368854 14001 0.01002075879309016
120869710576891 14001 0.01001875474153913
120869711535562 14000 0.010335292468757758
120869712377386 14001 0.010017752866064976
120869712798146 14001 0.01001675109077837
120869713191260 14001 0.010015749415669292
120869714026418 14001 0.010014747840727724
120869714491112 14001 0.010013746365943653
120869714725219 14000 0.010334258939510881
120869715894220 14001 0.010012744991307058
120869716545029 14000 0.01033322551361693
120869716866798 14001 0.010010742542436247
120869717315615 14000 0.010331158971846463
120869717800520 14001 0.010009741468182003
120869718110339 14001 0.010008740494035185
120869718750186 14000 0.010330125855949277
120869719036357 14001 0.010007739619985781
120869719805599 14000 0.010329092843363682
120869720423330 14001 0.010005738172139182
120869721921808 14001 0.010004737598321968
120869722685823 14001 0.010003737124562135
120869723398623 14001 0.010001736477174594
120869723871644 14000 0.010328059934079346
120869724381367 14001 0.010000736303526877
120869725156396 14000 0.010327027128085938
120869725546911 14001 0.009999736229896524
120869726015207 14001 0.009998736256273535
120869726272383 14001 0.009998736256273535
120869726520618 14001 0.009997736382647908
120869726771197 14001 0.009997736382647908
120869727012177 14001 0.009996736609009644
120869727268231 14001 0.009995736935348743
120869727509568 14001 0.009994737361655208
120869727753773 14001 0.009993737887919043
120869727996301 14001 0.009993737887919043
120869729077717 14001 0.00999074006635481
120869729321863 14001 0.00999074006635481
120869729575576 14001 0.00999074006635481
120869731800803 14000 0.01032599442537313
120869732030624 14001 0.00999074006635481
120869732286054 14001 0.00999074006635481
120869733432526 14001 0.00999074006635481
120869733762129 14001 0.00999074006635481
120869735919284 14001 0.00999074006635481
120869737133295 14001 0.00999074006635481
120869737445467 14001 0.00999074006635481
120869737750131 14001 0.00999074006635481
120869738001679 14001 0.00999074006635481
120869738253292 14001 0.00999074006635481
120869738504188 14001 0.00999074006635481
120869738753695 14001 0.00999074006635481
120869739005060 14001 0.00999074006635481
