<<<<<<< HEAD
120897241311645 14000 0.01
120897248458241 14000 0.01
120897312215319 14000 0.009999000000000001
120897312892456 14000 0.009999000000000001
120897331577143 14000 0.009998000100000001
120897372449847 14000 0.00999700029999
120897382749418 14000 0.009996000599960001
120897393075572 14000 0.009995000999900005
120897434337105 14000 0.009994001499800014
120897435000003 14000 0.009994001499800014
120897435626837 14000 0.009994001499800014
120897436207947 14000 0.009994001499800014
120897436805400 14000 0.009994001499800014
120897437405551 14000 0.009994001499800014
120897444372044 14000 0.009993002099650034
120897446367403 14000 0.00999200279944007
120897467135417 14000 0.009991003599160126
120897469264051 14000 0.00999000449880021
120897472397913 14000 0.00998900549835033
120897474514937 14000 0.009988006597800496
120897477723045 14000 0.009987007797140715
120897479903078 14000 0.009986009096361001
120897483100639 14000 0.009985010495451365
120897485124851 14000 0.00998401199440182
120897505892124 14000 0.00998301359320238
120897506537468 14000 0.00998301359320238
120897507177875 14000 0.00998301359320238
120897507800549 14000 0.00998301359320238
120897508450581 14000 0.00998201529184306
120897509069441 14000 0.00998201529184306
120897509676563 14000 0.00998201529184306
120897510299059 14000 0.00998201529184306
120897510927306 14000 0.00998201529184306
120897511562097 14000 0.009981017090313876
120897512223798 14000 0.009981017090313876
120897512936918 14000 0.009981017090313876
120897513559270 14000 0.009981017090313876
120897514170973 14000 0.009981017090313876
120897515306640 14000 0.009980018988604844
120897515963185 14000 0.009979020986705984
120897517074653 14000 0.009978023084607313
120897517804578 14000 0.009977025282298853
120897518711354 14000 0.009976027579770624
120897538570434 14000 0.009975029977012648
120897541760969 14000 0.009974032474014946
120897543015709 14000 0.009973035070767544
120897544113441 14000 0.009972037767260468
120897545401958 14000 0.009971040563483743
120897546607773 14000 0.009970043459427395
120897547464823 14000 0.009969046455081452
120897548454451 14000 0.009968049550435945
120897549718574 14000 0.009967052745480902
120897551018044 14000 0.009966056040206353
120897552079808 14000 0.009965059434602333
120897553109373 14000 0.009964062928658873
120897556589078 14000 0.009963066522366008
120897557113228 14000 0.009962070215713771
120897558059669 14000 0.009960077901291331
120897558418196 14000 0.009960077901291331
