<<<<<<< HEAD
120815675090752 14000 0.01
120815684053171 14000 0.01
120815748442057 14000 0.009999000000000001
120815749293109 14000 0.009999000000000001
120815767536429 14000 0.009998000100000001
120815808551502 14000 0.00999700029999
120815818865685 14000 0.009996000599960001
120815829168375 14000 0.009995000999900005
120815870500804 14000 0.009994001499800014
120815871068283 14000 0.009994001499800014
120815871848715 14000 0.009994001499800014
120815872642006 14000 0.009994001499800014
120815873408861 14000 0.009994001499800014
120815874179925 14000 0.009994001499800014
120815880617076 14000 0.009993002099650034
120815882757563 14000 0.00999200279944007
120815907260313 14000 0.009991003599160126
120815909442617 14000 0.00999000449880021
120815912598546 14000 0.00998900549835033
120815914798917 14000 0.009988006597800496
120815918012207 14000 0.009987007797140715
120815920218655 14000 0.009986009096361001
120815923323896 14000 0.009985010495451365
120815925469023 14000 0.00998401199440182
120815947391893 14000 0.00998301359320238
120815948193686 14000 0.00998301359320238
120815948959639 14000 0.00998301359320238
120815949732565 14000 0.00998201529184306
120815950487132 14000 0.00998201529184306
120815951229331 14000 0.00998201529184306
120815951979815 14000 0.00998201529184306
120815952741253 14000 0.009981017090313876
120815953513908 14000 0.009981017090313876
120815954282615 14000 0.009981017090313876
120815955037125 14000 0.009980018988604844
120815955796958 14000 0.009980018988604844
120815956359725 14000 0.009980018988604844
120815956689734 14000 0.009979020986705984
120815957016059 14000 0.009979020986705984
120815957342610 14000 0.009979020986705984
120815957666905 14000 0.009978023084607313
120815958510348 14000 0.009977025282298853
120815959480080 14000 0.009976027579770624
120815981034964 14000 0.009975029977012648
120815982046209 14000 0.009974032474014946
120815983426775 14000 0.009973035070767544
120815985555806 14000 0.009972037767260468
120815986137016 14000 0.009971040563483743
120815986678223 14000 0.009970043459427395
120815987486174 14000 0.009969046455081452
120815988600201 14000 0.009968049550435945
120815989781369 14000 0.009967052745480902
120815990937757 14000 0.009966056040206353
120815991974988 14000 0.009965059434602333
120815993084523 14000 0.009964062928658873
120815995915155 14000 0.009963066522366008
120815996600452 14000 0.009962070215713771
120815997210112 14000 0.0099610740086922
120815998714729 14000 0.009959081893501202
120816018406649 14000 0.009958085985311851
120816018917765 14000 0.009958085985311851
120816019381612 14000 0.009958085985311851
120816019870966 14000 0.009958085985311851
120816020506209 14000 0.009958085985311851
120816021000167 14000 0.009957090176713321
120816021473596 14000 0.00995609446769565
120816022020127 14000 0.00995609446769565
120816025618174 14000 0.010052112627234407
120816026087571 14000 0.010051107415971684
120816026572603 14000 0.010050102305230088
120816027455779 14000 0.010050102305230088
120816028309173 14000 0.010049097294999565
120816028868670 14000 0.010048092385270064
120816029198914 14000 0.010048092385270064
120816029560994 14000 0.010048092385270064
120816030784455 14000 0.010047087576031536
120816031665315 14000 0.010144063751161296
120816032611569 14000 0.01014304934478618
120816033867363 14000 0.0101420350398517
120816034934991 14000 0.010141020836347716
120816059163341 14000 0.01014000673426408
120816060272393 14000 0.010138992733590653
120816061420999 14000 0.010137978834317295
120816062531245 14000 0.010136965036433862
120816063594892 14000 0.010135951339930218
120816064590964 14000 0.010134937744796225
120816065720406 14000 0.010133924251021746
120816066775366 14000 0.010132910858596644
120816067981590 14000 0.010131897567510784
120816069518659 14000 0.010130884377754033
120816070696699 14000 0.010129871289316257
120816071620245 14000 0.010128858302187325
